"country","actor.name","is.non.gov.actor.connected.to.gov","event.name.description","tmk","part.civ.war","civ.war.name","part.int.war","int.war.name","year","is.government.actor","primary.location","pl.ccode","pl.gwn","secondary.location","intent.4.a.actor.org.pln","intent.4.b.actor.stat.int","tmk.st","tmk.end","deaths.est","deaths.est.crit","group1.name","group1.best.fatalities.estimate","group1.high.fatalities.estimate","group1.low.fatalities.estimate","group1.tmk.eth","group1.tmk.eth.nm","group1.tmk.eth.id","group1.tmk.rel","group1.tmk.rel.nm","group1.tmk.rel.id","group1.tmk.pol","group1.tmk.pol.nm","group2.name","group2.best.fatalities.estimate","group2.high.fatalities.estimate","group2.low.fatalities.estimate","group2.tmk.eth","group2.tmk.eth.nm","group2.tmk.eth.id","group2.tmk.rel","group2.tmk.rel.nm","group2.tmk.rel.id","group2.tmk.pol","group2.tmk.pol.nm","group3.name","group3.best.fatalities.estimate","group3.high.fatalities.estimate","group3.low.fatalities.estimate","group3.tmk.eth","group3.tmk.eth.nm","group3.tmk.eth.id","group3.tmk.rel","group3.tmk.rel.nm","group3.tmk.rel.id","group3.tmk.pol","group3.tmk.pol.nm","group4.name","group4.best.fatalities.estimate","group4.high.fatalities.estimate","group4.low.fatalities.estimate","group4.tmk.eth","group4.tmk.eth.nm","group4.tmk.eth.id","group4.tmk.rel","group4.tmk.rel.nm","group4.tmk.rel.id","group4.tmk.pol","group4.tmk.pol.nm","group5.name","group5.best.fatalities.estimate","group5.high.fatalities.estimate","group5.low.fatalities.estimate","group5.tmk.eth","group5.tmk.eth.nm","group5.tmk.eth.id","group5.tmk.rel","group5.tmk.rel.nm","group5.tmk.rel.id","group5.tmk.pol","group5.tmk.pol.nm","total.deaths","tmk.end.type","tmk.end.type.military","tmk.end.type.leader","tmk.end.type.peace","tmk.end.type.ceasefire","tmk.end.type.submission","tmk.end.type.other.uncertain","mil.int","mil.int.id","mil.int.ccid","tmk.group1.size","tmk.group2.size","tmk.group3.size","trig","trig.strat.env","trig.strat.env.nm","trig.to.host.pop","trig.to.host.pop.nm","trig.crac.prot","trig.crac.prot.nm","trig.sym.sig.vio","trig.sym.sig.vio.nm","trig.other","trig.other.nm","trig.inst.perp","trig.inst.perp.nm","trig.inst.targ.grp","trig.inst.targ.grp.nm","trig.inst.oth","trig.inst.oth.nm","trig.inst.oth.con.gov","trig.inst.oth.con.targ","tmk_id","duration","tmk.ordinal","intent.4a.any","intent.4b.any","tmk.ordinal.max","genpol.ongoing","genpol.onset"
"Colombia","Ambiguous (Conservative and Liberal Party Backed Militias)","0","La Violencia",1,1,"La Violencia","0",NA,1956,0,"Colombia",100,100,NA,0,0,"01/01/48","31/12/57",11136,"Oquist 1976","Liberals",NA,NA,NA,0,NA,NA,0,NA,NA,1,"Liberals","Conservatives",NA,NA,NA,0,NA,NA,0,NA,NA,1,"Conservatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180253,"Conflict declined after change to moderate leadership",0,1,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Assassination of Liberal party leader Jorge Gaitan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"Colombia-Ambiguous (Conservative and Liberal Party Backed Militias)-1948",9,2,0,0,2,0,0
"Colombia","Ambiguous (Conservative and Liberal Party Backed Militias)","0","La Violencia",1,1,"La Violencia","0",NA,1957,0,"Colombia",100,100,NA,0,0,"01/01/48","31/12/57",2877,"Oquist 1976","Liberals",NA,NA,NA,0,NA,NA,0,NA,NA,1,"Liberals","Conservatives",NA,NA,NA,0,NA,NA,0,NA,NA,1,"Conservatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180253,"Conflict declined after change to moderate leadership",0,1,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","Assassination of Liberal party leader Jorge Gaitan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"Colombia-Ambiguous (Conservative and Liberal Party Backed Militias)-1948",10,2,0,0,2,0,0
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,1997,0,"Colombia",100,100,NA,0,1,"01/01/97","31/12/05",246,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","214","246","212",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,"Continued into 1998",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-1997",1,4,1,1,6,1,1
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,1998,0,"Colombia",100,100,NA,0,1,"01/01/97","31/12/05",426,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","379","426","379",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,"Continued into 1999",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-1997",2,4,1,1,6,1,0
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,1999,0,"Colombia",100,100,NA,1,1,"01/01/97","31/12/05",533,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","478","533","473",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,"Continued into 2000",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-1997",3,6,1,1,6,1,0
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,2000,0,"Colombia",100,100,NA,1,1,"01/01/97","31/12/05",656,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","551","656","549",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,"Continued into 2001",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-1997",4,6,1,1,6,1,0
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,2001,0,"Colombia",100,100,NA,1,1,"01/01/97","31/12/05",640,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","603","640","590",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,"Continued into 2002",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-1997",5,6,1,1,6,1,0
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,2002,0,"Colombia",100,100,NA,1,1,"01/01/97","31/12/05",708,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","334","708","267",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,"Continued into 2003",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-1997",6,6,1,1,6,1,0
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,2004,0,"Colombia",100,100,NA,0,0,"01/01/97","31/12/05",163,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","142","163","131",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,"Continued into 2005",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-2004",1,1,0,0,1,0,0
"Colombia","AUC","1","AUC vigilantism",1,0,NA,"0",NA,2005,0,"Colombia",100,100,NA,0,0,"01/01/97","31/12/05",38,"UCDP estimate","Supporters of FARC/other left-wing political groups/trade unions","38","38","38",0,NA,NA,0,NA,NA,1,"Supporters of FARC/other left-wing political groups/trade unions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,"Demobilisation following peace process",0,0,0,1,0,0,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia-AUC-2004",2,1,0,0,1,0,0
"Congo","Cobras","0","Republic of Congo Civil War",1,1,"Republic of Congo Civil War","0",NA,1997,0,"Congo",484,484,NA,0,0,"01/06/97","31/12/97",39,"UCDP Estimate","Bacongo Ethnic group","39","39","39",1,"Bacongo","49003000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,"Low activity",NA,NA,NA,NA,NA,NA,"1","Angolan military","540","400000",NA,NA,"1","1","Outbreak of violence following threat of Sassou-led coup","0",NA,"0",NA,"0",NA,"0",NA,"1","Republic of Congo","1","Bacongo dominated government","0","0",NA,NA,"Congo-Cobras-1997",1,1,0,0,1,0,0
"Congo","Government of Congo","0","Republic of Congo Civil War",1,1,"Republic of Congo Civil War","0",NA,1997,1,"Congo",484,484,NA,0,0,"05/06/97","31/12/97",1171,"UCDP Estimate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","Coup attempt","1","Coup attempt","0",NA,"0",NA,"0",NA,"1","Sassou forces","1","Government forces",NA,NA,NA,NA,"Congo-Government of Congo-1997",1,2,0,0,2,0,0
"Croatia","Government of Croatia","0","Krajina killings of ethnic serbs",1,1,"Yugoslavia Civil War","1",NA,1995,1,"Croatia",344,344,NA,0,0,"31/10/93","31/12/95",277,"UCDP Estimate","Ethnic Serb/Krajina Serb","150","277","85",1,"Ethnic Serb/Krajina Serb","34402000",1,"Serbian Orthodox","ARC2H",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,"Negotiated settlement (November/December 1995)",0,0,1,0,0,0,"0",NA,NA,"350000",NA,NA,"1","1","Operation Storm","0",NA,"0",NA,"0",NA,"0",NA,"1","Croatian Forces","0",NA,"0",NA,"0",NA,"Croatia-Government of Croatia-1995",1,1,0,0,1,0,0
"Cyprus","EOKA B","0","Maratha, Santalaris, and Aloda massacre",1,0,NA,"1","Turkish invasion of Cyprus",1974,0,"Cyprus",352,352,NA,0,0,"14/08/74","31/12/74",120,"Atrocities, Massacres, and War Crimes : An Encyclopedia","Turkish Cypriots","120","120","120",1,"Turkish Cypriot","35202000",1,"Muslims","ARI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,"Organisation outlawed and supressed by new government",1,0,0,0,0,0,"1","Turkish military invasion","640","117000",NA,NA,"1","1","Turkish invasion of Cyprus","0",NA,"0",NA,"0",NA,"0",NA,"1","Turkey","0",NA,"0",NA,NA,NA,"Cyprus-EOKA B-1974",1,1,0,0,1,0,0
"DR Congo (Zaire)","AFDL","1","First Congo War",1,1,"First Congo War","0",NA,1996,0,"DR Congo (Zaire)",490,490,NA,1,0,"01/09/96","31/12/97",38404,"UCDP Estimate","Hutus","30000","38404","28000",1,"Hutu","49010000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70645,"Continued into 1997",NA,NA,NA,NA,NA,NA,"1","Rwanda, Uganda and Angola","517; 500; 540",NA,NA,NA,"1","1","Military advances by AFDL in Eastern DRC","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","AFDL","1","0","DR Congo (Zaire)-AFDL-1996",1,4,1,0,4,1,1
"DR Congo (Zaire)","AFDL","1","First Congo War",1,1,"First Congo War","0",NA,1997,0,"DR Congo (Zaire)",490,490,NA,1,0,"01/09/96","31/12/97",32241,"UCDP Estimate","Hutus","5000","32241","5000",1,"Hutu","49010000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70645,"Victory for AFDL in overthrowing Mobutu and forming new government",0,1,0,0,0,0,"1","Rwanda, Uganda and Angola","517; 500; 540",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR Congo (Zaire)-AFDL-1996",2,4,1,0,4,1,0
"DR Congo (Zaire)","Bana Mura","1","Kasai Conflict",1,0,NA,"0",NA,2017,0,"DR Congo (Zaire)",490,490,NA,0,0,"01/03/17",NA,174,"UCDP Estimate","Luba","174","174","174",1,"Luba","49005000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,"Ongoing",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1","1","Kamuina Nsapu Rebellion/attacks on ethnic groups","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","Kamuina Nsapu","0",NA,NA,NA,"DR Congo (Zaire)-Bana Mura-2017",1,1,0,0,1,0,0
"DRC Congo (Zaire)","Batshoke militia",NA,"Kasai separatist conflict",1,1,"Katanga separatist conflict","0",NA,1960,0,"DR Congo (Zaire)",490,490,NA,0,0,"01/08/60","31/12/60",51,"SciencesPo Mass Violence and Resistance","Lulua ethnic group","51","51","51",1,"Lulua ethnic group","49009000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"Kasai seperatist movement defeated",0,0,0,0,1,0,"1","UN Operations in the Congo",NA,"1525000",NA,NA,"1","0",NA,"0",NA,"0",NA,"1","Killing of two Batshoke parliamentarians","0",NA,"0",NA,"1","Lulua assassins","0",NA,NA,NA,"DR Congo (Zaire)-Batshoke militia-1960",1,1,0,0,1,0,0
"DR Congo (Zaire)","FNI","1","Ituri conflict",1,1,"Ituri conflict","0",NA,2002,0,"DR Congo (Zaire)",490,490,NA,0,0,"01/01/02","31/12/05",348,"UCDP Estimate","Hema peoples","348","348","348",1,"Hema People",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,"Continued into 2003",NA,NA,NA,NA,NA,NA,"1","Ugandan forces","500","120000",NA,NA,"1","1","Second Congo War","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"DR Congo (Zaire)-FNI-2002",1,2,1,0,4,1,1
"DR Congo (Zaire)","FNI","1","Ituri conflict",1,1,"Ituri conflict","0",NA,2003,0,"DR Congo (Zaire)",490,490,NA,1,0,"01/01/02","31/12/05",2337,"UCDP Estimate","Hema peoples","1732","2337","1409",1,"Hema People",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,"Continued into 2004",NA,NA,NA,NA,NA,NA,"1","Ugandan forces, French-led International Peacekeeping Force","500; 220","125000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR Congo (Zaire)-FNI-2002",2,4,1,0,4,1,0
"DR Congo (Zaire)","FNI","1","Ituri conflict",1,1,"Ituri conflict","0",NA,2004,0,"DR Congo (Zaire)",490,490,NA,1,0,"01/01/02","31/12/05",200,"UCDP Estimate","Hema peoples","200","200","100",1,"Hema People",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,"Continued into 2005",NA,NA,NA,NA,NA,NA,"0",NA,NA,"130000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR Congo (Zaire)-FNI-2002",3,4,1,0,4,1,0
"DR Congo (Zaire)","FNI","1","Ituri conflict",1,1,"Ituri conflict","0",NA,2005,0,"DR Congo (Zaire)",490,490,NA,1,0,"01/01/02","31/12/05",55,"UCDP Estimate","Hema peoples","55","55","55",1,"Hema People",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"135000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR Congo (Zaire)-FNI-2002",4,4,1,0,4,1,0
"DR Congo (Zaire)","FRPI, RCD-K-ML","0","Ituri conflict",1,1,"Ituri conflict","0",NA,2002,0,"DR Congo (Zaire)",490,490,NA,1,0,"05/09/02","31/12/02",3000,"UCDP estimate","Bira and Hema people","1200","3000","1200",1,"Bira and Hema",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"300000",NA,NA,"1","0",NA,"0",NA,"0",NA,"0",NA,"1","Ugandan interference in DRC, appointing Hema governor of Bunia","0","0","0","0","1","Ugandan military","0",NA,"DR Congo (Zaire)-FRPI, RCD-K-ML-2002",1,4,1,0,4,1,1
"DR Congo (Zaire)","Government of DR Congo (Zaire)","0","Kasai Conflict",1,0,NA,"0",NA,2016,1,"DR Congo (Zaire)",490,490,NA,0,0,"12/08/16",NA,197,"IRIN","Luba","158","197","158",1,"Luba","49005000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,"Ongoing",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1","0",NA,"0",NA,"0",NA,"1","Killing of Jean-Pierre Pandi","0",NA,"1","FARDC","0",NA,"0",NA,NA,NA,"DR Congo (Zaire)-Government of DR Congo (Zaire)-2016",1,1,0,0,1,0,0
"DR Congo (Zaire)","Government of DR Congo (Zaire)","0","Kasai Conflict",1,0,NA,"0",NA,2017,1,"DR Congo (Zaire)",490,490,NA,0,0,"12/08/16",NA,241,"UCDP Estimate","Luba","241","241","241",1,"Luba","49005000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,"Ongoing",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1","0",NA,"0",NA,"0",NA,"1","Killing of Jean-Pierre Pandi","0",NA,"1","FARDC","0",NA,"0",NA,NA,NA,"DR Congo (Zaire)-Government of DR Congo (Zaire)-2016",2,1,0,0,1,0,0
"DR Congo (Zaire)","Government of DR Congo (Zaire) ","0","First Congo War",1,1,"First Congo War","1","First Congo War",1996,1,"DR Congo (Zaire)",490,490,NA,0,0,"02/01/96","16/05/97",1746,"UCDP Estimate","Banyamulenge","1353","1746","1253",1,"Banyamulenge","49013000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746,"Mobutu government defeated in 1997",1,0,0,0,0,0,"1","ADFL (Rwandan and Ugandan armies)","517; 500",NA,NA,NA,"1","1","Invasion of Zaire","1","Invasion of Zaire","0",NA,"0",NA,"0",NA,"0",NA,"1","ADFL",NA,NA,NA,NA,"DR Congo (Zaire)-Government of DR Congo (Zaire) -1996",1,2,0,0,2,0,0
"DR Congo (Zaire), Uganda","Government of DR Congo (Zaire) ","0","First Congo War",1,1,"First Congo War","1","First Congo War",1997,1,"DR Congo (Zaire)",490,490,"Uganda",0,0,"20/05/97","31/12/97",5083,"UCDP Estimate","Hutu",NA,NA,NA,1,"Hutu","49010000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5083,"End of First Congo War",1,0,0,0,0,0,"0",NA,NA,NA,NA,NA,"1","1","ADFL Invasion of Zaire 1996","0",NA,"0",NA,"0",NA,"0",NA,"1","ADFL/Government in 1997","0",NA,"0",NA,"0",NA,"DR Congo (Zaire)-Government of DR Congo (Zaire) -1996",2,2,0,0,2,0,0
"DR Congo (Zaire)","Government of Rwanda","0","Kivu Conflict",1,1,"Kivu Conflict/RDF ","0",NA,2009,1,"DR Congo (Zaire)",490,490,"Rwanda",0,0,"01/01/09","30/09/09",203,"UCDP Estimate","Hutu","203","203","201",1,"Hutu","49010000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,"Violence decreased after september according to HRW",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1","1","Operation Umoja Wetu","0",NA,"0",NA,"0",NA,"0",NA,"1","DRC and Rwandan Armed Forces","0",NA,"0",NA,"0",NA,"DR Congo (Zaire)-Government of Rwanda-2009",1,1,0,0,1,0,0
